,Name:,Attacking Prowess:,Ball Control:,Dribbling:,Low Pass:,Lofted Pass:,Finishing:,Place Kicking:,Swerve:,Header:,Defensive Prowess:,Ball Winning:,Kicking Power:,Speed:,Explosive Power:,Unwavering Balance:,Physical Contact:,Jump:,Stamina:
2154,['J. GELIN'],58,73,70,75,76,53,62,65,77,79,77,69,73,71,67,77,78,75
2155,['I. BENNACER'],68,80,76,79,74,64,59,66,61,60,62,70,77,82,77,63,68,82
2156,['M. ŠKODA'],82,76,72,66,65,81,62,63,88,51,50,79,71,68,63,84,80,75
2157,['F. BENKOVIĆ'],55,68,55,69,66,55,55,53,83,80,82,82,73,70,64,87,74,75
2158,['PIERRE-GABRIEL'],62,69,71,73,79,47,54,59,74,76,74,73,78,80,77,69,72,76
2159,['M. LLAMBRICH'],70,68,67,75,78,45,50,64,64,77,73,73,82,85,75,68,69,78
2160,['D. SOW'],69,76,72,79,78,64,69,73,68,62,65,75,75,74,77,72,75,76
2161,['A. BESEDIN'],82,72,74,74,64,79,51,59,78,52,55,77,77,73,66,80,77,78
2162,['A. SØRLOTH'],79,72,72,69,64,79,61,66,80,52,51,74,75,78,70,88,79,73
2163,['DANI OLMO'],71,80,83,76,70,67,69,74,62,54,49,75,82,84,79,64,71,74
2164,['A. ZENELI'],75,79,83,73,70,69,66,74,60,53,50,74,83,84,77,63,65,73
2165,['M. MIAZGA'],55,66,61,70,65,45,50,52,82,78,80,77,78,81,63,83,81,80
2166,['C. ADJAPONG'],65,73,77,69,72,64,50,58,64,62,67,65,88,86,79,70,72,81
2167,['CARLES ALEÑÀ'],73,80,78,82,74,66,66,68,64,58,62,72,76,78,75,68,71,72
2168,['JON BAUTISTA'],75,73,72,69,62,79,65,71,77,56,54,79,75,76,74,75,77,79
2169,['T. FOSU-MENSAH'],60,69,65,72,66,52,54,55,71,72,75,71,88,80,72,80,78,80
2170,['R. ORSOLINI'],73,78,80,73,69,67,66,67,64,50,50,73,84,83,75,65,68,77
2171,['K. REZAEI'],82,73,67,65,61,81,65,73,82,50,53,80,77,70,65,81,73,77
2172,['N. MAKSIMOVIĆ'],65,79,68,79,75,59,64,68,75,75,74,73,72,73,66,78,73,78
2173,['O. KARAVAEV'],76,82,73,76,74,64,63,79,60,62,59,71,79,79,84,60,69,75
2174,['V. KOVALENKO'],73,77,75,76,69,72,75,75,61,68,60,74,76,80,74,68,65,85
2175,['S. INGASON'],60,70,62,75,75,58,61,63,77,76,81,71,71,67,68,82,85,75
2176,['R. SOBHI'],76,81,81,78,73,66,68,70,65,55,57,70,78,81,72,70,61,73
2177,['IGOR ZUBELDÍA'],69,75,68,78,77,59,66,64,70,73,80,71,66,71,61,79,74,78
2178,['A. SPORLE'],69,70,68,68,71,65,63,71,65,75,77,79,79,71,70,73,69,74
2179,['C. HOURIHANE'],68,70,71,77,78,68,76,74,64,69,71,72,75,70,77,72,76,86
2180,['ÁLEX GALLAR'],82,80,78,70,65,72,73,77,64,50,45,75,81,78,67,71,65,73
2181,['T. ABRAHAM'],77,72,69,68,62,78,62,65,78,52,52,77,82,86,70,82,77,76
2182,['S. TKACHEV'],70,75,71,77,79,76,81,80,66,60,55,80,74,75,76,75,75,80
2183,['O. ZINCHENKO'],73,75,79,76,79,64,70,65,62,68,65,69,76,80,85,65,70,69
2184,['LUIZ ARAUJO'],76,77,81,73,69,68,65,71,60,53,52,73,85,86,78,63,67,75
2185,['M. PAVLOVIĆ'],70,63,59,68,61,62,50,56,84,78,73,69,64,62,83,89,81,79
2186,['B. DIBASSY'],73,70,69,68,66,54,50,63,69,74,78,76,77,75,76,79,72,81
2187,['C. SCHINDLER'],55,69,65,72,68,56,57,57,78,83,79,66,72,70,76,82,74,77
2188,['J. IKONÉ'],75,77,79,73,69,68,66,69,62,50,52,76,87,88,79,66,65,75
2189,['H. MENDYL'],70,69,73,67,68,54,59,66,65,67,75,70,88,89,76,75,72,75
2190,['M. TERRIER'],78,74,76,74,72,66,63,68,63,61,61,73,80,81,78,73,68,78
2191,['D. WARMERDAM'],72,74,74,75,71,66,68,73,75,70,70,77,75,73,74,77,76,80
2192,['I. SANGARÉ'],72,72,71,77,74,70,67,62,77,77,76,69,75,76,70,89,82,79
2193,['FRAN BELTRÁN'],68,79,70,78,77,67,66,70,61,71,77,69,72,73,82,66,65,79
2194,['E. FERNANDES'],72,74,76,76,74,67,62,64,66,66,71,75,82,78,66,75,75,78
2195,['FERNANDO CALERO'],45,71,62,71,74,45,65,63,77,83,78,68,76,75,72,77,77,80
2196,['H. MAÏGA'],62,76,77,72,66,60,60,63,70,78,72,76,75,79,73,71,74,83
2197,['ÓSCAR MELENDO'],74,78,76,80,76,73,68,71,62,58,59,70,75,76,75,65,67,73
2198,['G. KONAN'],69,71,75,69,73,60,61,73,60,70,67,66,82,84,78,68,66,83
2199,['MARTÍN'],67,75,70,69,64,53,64,69,69,72,77,73,82,76,73,75,70,80
2200,['WENDEL'],71,75,75,75,70,67,66,72,60,64,67,85,82,78,79,67,62,82
2201,['N. MUBELE'],77,72,73,68,63,75,55,68,72,56,53,79,83,81,76,78,77,77
2202,['D. BROOKS'],75,76,80,78,74,72,71,76,60,48,50,68,80,78,85,60,70,76
2203,['PAULINHO'],75,75,75,76,74,71,72,74,71,70,70,74,72,73,74,70,71,74
2204,['M. KRMENČÍK'],82,76,68,66,62,79,57,63,85,55,53,80,74,68,65,84,75,72
2205,['S. ARMSTRONG'],70,75,75,75,72,71,70,69,66,65,62,75,83,83,67,70,73,83
2206,['BRUNO PACHECO'],69,71,76,73,77,67,73,77,62,63,67,73,77,80,73,63,69,76
2207,['C. PATERSON'],74,70,69,71,72,71,59,60,79,69,71,73,80,76,76,82,88,88
2208,['NGADEU-NGADJUI'],63,60,58,68,64,57,50,60,84,75,79,73,72,67,65,87,81,80
2209,['S. LAINER'],66,75,75,73,71,64,53,67,68,66,66,76,82,80,75,67,70,83
2210,['J. VUKOVIĆ'],61,69,64,74,75,55,58,63,83,78,81,77,71,67,65,88,75,75
2211,['M. DOUMBIA'],74,79,83,66,65,70,56,64,60,58,58,71,84,85,77,69,68,74
2212,['F. BRADARIĆ'],68,76,66,79,77,65,68,69,69,68,64,79,72,67,63,74,68,80
2213,['G. DI LORENZO'],67,69,69,70,72,58,54,62,70,75,75,70,78,78,66,75,70,83
2214,['S. KALU'],77,77,79,69,79,72,67,72,62,47,51,72,82,85,85,60,63,72
2215,['PAULINHO'],70,79,85,77,73,75,68,67,60,46,47,78,83,81,77,67,61,70
2216,['W. MCKENNIE'],69,75,73,78,76,64,65,67,70,70,74,71,75,80,77,75,75,76
2217,['L. LERAGER'],69,74,72,78,76,70,63,67,74,74,73,70,73,73,74,80,76,81
2218,['ALFA SEMEDO'],67,70,71,70,70,63,64,64,75,73,74,83,75,72,60,86,79,85
2219,['T. SOUČEK'],66,75,64,77,74,67,63,62,81,75,80,85,69,65,62,83,66,83
2220,['RICHARD'],63,74,76,82,75,68,70,70,74,78,78,70,68,73,69,74,67,74
2221,['R. SKOV'],66,75,73,70,71,75,75,71,64,60,58,85,81,83,83,67,68,74
2222,['Y. ERDOĞAN'],72,75,78,63,74,66,70,78,63,50,51,75,86,88,74,61,72,74
2223,['M. BOURABIA'],71,75,72,76,70,66,68,64,70,71,75,82,77,78,72,83,73,82
2224,['Ö. ŞAHINER'],72,73,80,70,65,72,66,70,68,54,52,78,85,85,80,70,79,77
2225,['I. AKHMETOV'],71,79,81,79,77,61,71,75,61,63,68,73,79,75,80,61,62,76
2226,['F. KAINZ'],72,75,81,73,67,67,57,65,62,53,58,75,86,85,82,68,66,76
2227,['X. SCHLAGER'],70,79,72,77,71,69,61,66,65,64,69,74,76,80,81,75,71,80
2228,['R. KURZAWA'],67,74,68,71,67,74,79,81,66,55,59,78,88,84,72,75,75,81
2229,['O. KAMARA'],69,79,73,68,66,85,55,59,77,56,50,79,78,81,77,79,68,77
2230,['S. SKRZYBSKI'],74,71,75,66,68,75,66,68,64,57,61,77,84,83,78,68,79,80
2231,['GEDSON'],70,80,77,75,75,50,54,53,60,64,61,75,85,87,78,70,66,87
2232,['LUCAS MENDES'],57,71,62,75,71,59,57,62,79,80,82,75,71,69,59,84,80,78
2233,['D. CONCA'],72,81,84,75,77,76,77,77,52,50,44,84,76,84,85,52,60,62
2234,['LEE JAE-SUNG'],77,78,78,74,72,73,75,72,64,64,62,65,70,72,68,74,78,70
2235,['R. SANTA CRUZ'],80,78,68,72,66,78,66,76,82,55,51,78,65,61,68,84,67,65
2236,['P. DA SILVA'],58,67,62,67,65,59,60,66,80,77,78,71,62,65,70,84,81,70
2237,['E. MORETTI'],62,69,68,73,72,56,58,61,77,78,80,70,72,71,68,78,76,72
2238,['S. CAMARA'],79,75,78,72,68,69,67,67,73,53,45,78,85,83,72,75,79,77
2239,['D. TORBINSKI'],71,76,75,76,72,67,60,68,62,70,73,71,78,75,77,65,72,77
2240,['W. AYOVÍ'],71,70,70,74,75,60,77,78,67,74,76,74,71,72,70,77,68,69
2241,['EDU DRACENA'],59,66,62,69,68,58,59,55,80,83,82,73,64,64,65,84,82,66
2242,['D. BONERA'],59,66,61,73,71,58,62,59,80,82,82,70,60,59,67,82,82,69
2243,['F. COLOCCINI'],66,77,72,75,71,60,59,60,82,80,78,75,64,64,58,80,80,70
2244,['S. PELLISSIER'],80,72,76,71,62,77,63,71,77,48,49,83,73,74,77,75,75,73
2245,['R. ROTAN'],67,77,70,83,78,68,76,73,67,75,70,78,68,66,67,64,68,68
2246,['B. CESAR'],58,65,66,68,66,57,55,57,82,80,82,72,68,66,62,90,75,74
2247,['J. VAN DAMME'],64,70,62,68,66,57,63,69,81,77,75,81,69,65,60,90,76,85
2248,['L. GONZÁLEZ'],74,79,74,81,79,70,74,79,70,70,64,73,69,66,65,72,59,66
2249,['TIAGO GOMES'],72,72,70,70,67,52,64,68,62,70,72,78,82,80,74,70,72,75
2250,['A. FATHY'],63,73,70,74,65,58,58,64,60,77,83,78,77,77,67,76,68,80
2251,['P. ÁLVAREZ'],71,77,72,70,69,60,64,72,67,69,70,78,74,71,77,72,70,79
2252,['M. BODMER'],62,77,74,77,75,61,66,67,76,79,75,77,62,67,64,78,71,66
2253,['M. FLAMINI'],69,75,70,77,72,60,56,66,70,78,79,78,66,64,70,75,70,76
2254,['C. KEŞERÜ'],75,74,72,72,69,78,74,69,75,52,55,80,72,74,78,74,70,78
2255,['T. BARNETTA'],76,79,77,79,71,66,77,79,60,56,51,77,72,76,79,63,64,71
2256,['C. KUM'],70,69,68,72,73,58,57,67,74,74,75,75,75,74,73,72,80,75
2257,['G. FERNÁNDEZ'],76,82,80,79,73,70,75,82,60,46,43,71,70,77,77,60,65,66
2258,['J. VALDÉS'],74,78,74,76,79,70,70,74,60,60,53,80,73,76,77,74,58,73
2259,['M. GOBBI'],65,69,72,72,74,58,58,72,71,72,75,78,75,74,67,73,69,78
2260,['Y. KOBAYASHI'],68,76,71,77,76,68,75,72,68,65,63,76,73,72,68,77,65,80
2261,['G. SHIBASAKI'],66,78,73,81,74,69,73,71,62,63,65,70,72,74,79,65,67,75
2262,['RENATINHO'],72,77,77,73,72,72,75,70,68,55,55,78,77,80,81,65,68,73
2263,['D. CHYGRYNSKIY'],64,63,55,73,70,63,71,56,80,78,77,72,66,62,75,77,78,74
2264,['M. ROSENBERG'],72,74,71,73,69,73,75,61,76,66,58,79,73,76,68,78,84,83
2265,['S. OKAKA'],76,76,74,70,61,74,54,56,83,52,51,80,77,74,69,93,78,75
2266,['A. RAGGI'],62,71,70,70,71,66,61,63,75,77,80,76,67,66,60,78,80,74
2267,['E. SOTO'],68,80,75,79,75,73,72,75,61,64,62,78,72,69,69,72,66,74
2268,['D. MURPHY'],77,72,67,65,66,77,64,69,83,54,55,80,73,69,73,88,76,76
2269,['VASCO FERNANDES'],68,67,69,70,73,50,45,43,75,74,77,77,82,78,70,86,80,77
2270,['M. PASQUAL'],66,69,70,73,85,59,73,83,64,66,68,77,69,69,67,75,74,80
2271,['R. BEERENS'],74,77,82,74,75,71,66,70,62,50,50,72,77,80,77,65,62,75
2272,['S. ALUKO'],68,74,78,72,67,70,76,74,62,50,54,71,87,91,82,62,61,71
2273,['S. GAKPÉ'],75,76,76,73,66,67,58,64,66,50,51,78,86,86,74,68,74,76
2274,['A. MOUNIER'],71,75,75,72,75,70,69,70,68,53,54,74,80,81,71,69,72,74
2275,['RAFINHA'],74,80,80,74,71,68,72,72,61,58,50,72,77,84,80,60,66,72
2276,['T. MYKHALYK'],58,71,69,75,70,62,65,68,78,75,77,75,73,71,60,82,73,77
2277,['S. FLOCCARI'],78,75,75,70,65,77,66,68,80,49,44,79,72,72,72,76,74,68
2278,['HÉLDER BARBOSA'],70,76,80,76,77,73,70,70,60,44,45,80,80,81,75,60,70,77
2279,['M. OLSSON'],67,72,71,71,69,59,56,54,68,72,73,72,80,77,67,77,72,81
2280,['J. MARVEAUX'],72,67,68,68,73,71,72,74,75,75,63,79,76,79,64,73,78,78
2281,['R. DANZÉ'],71,73,72,76,75,56,60,66,72,77,76,68,69,70,69,74,71,73
2282,['J. KEMBO-EKOKO'],71,77,82,75,70,72,75,79,61,51,52,84,82,83,73,75,65,73
2283,['RAFAEL SÓBIS'],76,78,77,73,71,76,68,70,68,55,50,77,72,74,76,72,67,70
2284,['L. RÉMY'],78,73,74,73,58,71,64,71,73,54,41,76,84,81,72,75,83,76
2285,['C. CHANTÔME'],70,71,73,72,71,69,70,68,71,74,59,77,70,71,69,70,75,81
2286,['V. TOROSIDIS'],61,72,70,72,75,60,60,70,70,77,77,78,76,68,68,79,68,73
2287,['S. TSHABALALA'],70,80,76,75,81,72,81,79,61,51,50,82,75,82,83,64,63,70
2288,['N. DIMITROV'],70,74,73,75,75,73,81,76,63,55,59,77,75,75,75,73,72,78
2289,['B. KAYAL'],63,71,72,73,71,63,64,63,66,70,75,72,75,75,73,75,90,90
2290,['T. HEMED'],80,78,73,65,64,77,64,62,81,54,57,79,69,69,66,81,77,73
2291,['H. BARCOS'],80,77,68,71,61,78,70,72,83,51,50,75,68,64,61,82,76,70
2292,['V. STOCKER'],72,78,77,76,72,70,73,77,62,57,59,73,72,75,76,68,70,74
2293,['R. KOOLWIJK'],71,73,72,75,77,65,78,76,72,67,62,76,73,68,66,77,70,76
2294,['F. LEMOINE'],70,71,71,75,74,69,71,70,65,71,68,72,72,77,66,72,75,77
2295,['H. SAIVET'],72,75,74,72,73,70,75,72,72,62,61,75,74,76,72,68,85,75
2296,['A. WEBER'],59,66,63,69,71,55,53,58,79,78,80,78,71,67,75,86,77,72
2297,['A. MATRI'],78,75,71,69,57,77,58,67,79,48,50,80,76,76,67,80,78,72
2298,['A. PALOSCHI'],81,72,68,65,63,80,60,71,75,45,45,77,78,80,71,78,78,76
2299,['A. GUNNARSSON'],68,75,70,74,75,64,60,60,72,72,74,74,73,75,73,79,74,79
2300,['CLAUDEMIR'],69,71,70,80,70,62,70,71,79,69,77,72,74,70,67,75,77,82
2301,['S. NAISMITH'],75,72,70,72,69,76,77,72,75,63,65,75,72,75,68,76,81,79
2302,['P. TACHTSIDIS'],69,72,65,80,78,62,63,64,80,68,69,78,60,62,64,81,81,80
2303,['P. MOUCHE'],70,72,79,70,74,73,71,77,66,49,53,79,78,79,76,72,64,74
2304,['N. ASARE'],68,73,72,72,70,60,65,66,65,69,71,66,74,76,80,67,82,78
2305,['A. RAMÍREZ'],73,76,75,77,73,72,70,73,68,67,66,76,76,74,60,75,65,76
2306,['MARCELO MORENO'],81,75,68,63,59,80,72,70,84,44,51,80,71,66,64,83,80,70
2307,['B. RUIZ'],76,82,82,80,80,65,72,80,70,50,50,77,70,71,71,70,55,70
2308,['E. IZAGUIRRE'],61,69,70,70,71,57,70,70,67,65,67,73,76,73,80,66,81,84
2309,['EDINHO'],73,76,72,73,57,80,75,65,83,42,42,80,75,77,69,84,81,75
2310,['F. NARSINGH'],72,78,81,74,74,64,64,69,65,53,51,78,82,78,59,69,75,77
2311,['R. SHOTTON'],65,69,66,69,72,55,55,62,75,78,79,75,72,69,63,82,74,82
2312,['J. KANA-BIYIK'],61,71,69,71,68,55,55,59,79,77,78,64,74,68,66,85,84,73
2313,['J. ORTIZ'],71,80,78,79,78,70,66,70,60,64,62,78,69,67,70,68,63,73
2314,['S. KAYA'],54,59,61,73,69,58,55,57,81,81,78,63,71,67,69,82,82,72
2315,['R. MARTÍNEZ'],72,82,77,79,72,68,73,74,70,62,60,80,71,67,70,78,66,72
2316,['A. LAMAS'],57,62,61,67,65,57,54,56,86,79,75,75,69,67,68,85,85,73
2317,['HENRIQUE'],62,70,68,70,68,56,68,68,77,80,78,74,68,67,60,78,75,73
2318,['CANDEIAS'],66,75,71,70,74,67,71,73,60,57,64,75,82,84,77,72,65,82
2319,['M.VAN DER WERFF'],59,71,70,71,73,59,72,70,72,75,74,79,66,68,66,82,78,72
2320,['FÁBIO'],67,77,72,69,72,55,63,66,61,67,73,75,79,83,77,62,72,76
2321,['M. ESTIGARRIBIA'],73,76,77,72,73,65,70,75,63,61,68,76,82,78,60,65,62,75
2322,['T. KÁDÁR'],53,69,60,72,67,49,51,70,79,77,82,70,76,75,65,82,77,75
2323,['J. PIED'],67,72,73,74,73,63,66,69,70,68,66,79,78,76,75,68,69,75
2324,['M. LUSTIG'],60,70,66,70,71,63,64,67,81,75,78,70,70,66,68,83,83,75
2325,['B. BANNAN'],70,78,72,76,79,66,72,76,57,62,60,75,66,73,86,60,69,79
2326,['E. BICFALVI'],71,73,76,75,73,77,78,75,67,60,56,78,69,69,68,74,72,82
2327,['O. TOIVONEN'],76,78,69,76,72,75,74,69,79,60,56,77,71,67,65,82,69,70
2328,['RUI FONTE'],77,76,75,72,60,78,65,68,73,49,48,75,76,77,76,70,80,80
2329,['A. COSTA'],69,76,73,78,80,69,79,84,65,66,72,82,67,67,77,70,66,73
2330,['G. TORJE'],68,80,82,70,66,66,80,77,64,47,42,76,82,87,88,63,70,69
2331,['M. JOHANSSON'],68,74,73,74,73,61,59,65,68,65,74,77,78,77,60,75,73,76
2332,['R. ROSALES'],70,72,70,73,73,57,73,66,63,72,72,73,77,75,72,70,65,78
2333,['T. REGINIUSSEN'],58,70,48,74,75,51,48,55,83,80,76,73,75,67,62,89,85,69
2334,['J. ROJAS'],71,79,81,75,74,66,63,72,62,45,42,72,86,87,80,65,64,72
2335,['M. LEYE'],82,75,70,72,71,76,70,67,80,48,53,70,73,72,66,70,77,75
2336,['I. OBRADOVIĆ'],65,74,72,72,80,61,65,70,63,71,73,72,74,72,66,73,72,77
2337,['TIAGO PINTO'],70,73,73,70,70,60,68,67,60,70,67,75,78,80,72,64,73,80
2338,['Ö. HURMACI'],70,80,83,75,75,68,73,79,60,50,53,76,75,78,79,61,62,75
2339,['K. BARTLEY'],61,67,64,68,65,57,56,62,80,77,78,75,69,67,69,83,79,73
2340,['M. SAUNIER'],60,75,72,73,72,62,65,55,75,77,74,72,69,70,74,79,76,79
2341,['RODERICK'],62,70,65,74,71,56,62,62,77,77,80,73,65,64,67,89,74,74
2342,['NÉLSON OLIVEIRA'],77,79,73,69,64,75,62,67,76,53,50,79,79,80,69,77,71,75
2343,['H. BERNARDELLO'],65,77,72,78,77,62,66,68,62,76,72,72,70,72,68,73,64,77
2344,['J. ANANIDZE'],68,82,83,79,75,67,69,73,65,50,44,69,73,83,78,62,61,72
2345,['D. GRIGORE'],50,63,48,72,71,52,56,64,82,79,78,72,68,65,60,84,85,80
2346,['K. ANSARIFARD'],78,78,75,63,58,76,58,64,74,53,57,80,77,75,75,78,76,75
2347,['DJALMA'],72,74,74,73,72,76,63,71,60,54,58,79,83,79,76,75,59,75
2348,['F. OLIJVE'],65,76,71,68,68,80,63,80,65,63,80,75,76,71,60,75,72,76
2349,['P. ARAJUURI'],55,70,55,67,68,52,50,54,83,75,74,73,72,67,64,91,88,77
2350,['RÚBEN MICAEL'],65,82,82,82,77,70,77,70,60,60,59,74,71,71,66,65,46,72
2351,['M. LESTIENNE'],74,74,76,72,73,72,69,73,65,50,54,74,81,83,76,63,68,75
2352,['P. SOUARÉ'],68,73,76,74,72,60,58,70,70,60,70,66,78,78,68,70,80,78
2353,['SUK HYUN-JUN'],77,74,71,70,68,77,57,65,80,53,50,78,75,73,71,82,77,74
2354,['R. PETROVIĆ'],66,70,65,74,72,62,65,67,81,77,67,78,66,64,62,84,78,81
2355,['S. RIEKS'],75,72,73,77,73,76,68,80,70,50,51,71,74,74,70,75,74,78
2356,['R. BRAÑA'],62,73,69,73,76,61,60,65,66,77,77,73,70,72,82,72,69,82
2357,['M. NÚÑEZ'],70,78,81,72,74,67,64,73,64,52,56,76,81,86,72,66,66,73
2358,['JEAN'],70,73,69,72,71,59,71,70,66,69,65,75,77,78,71,72,73,78
2359,['WELLINGTON'],65,73,75,74,70,64,64,62,60,69,70,76,79,78,78,64,76,79
2360,['FERNANDINHO S.'],74,79,80,70,66,69,73,70,60,48,46,80,82,84,75,65,65,70
2361,['M. FÓRMICA'],73,82,82,76,72,71,72,77,68,52,50,79,70,76,80,64,63,66
2362,['G. TZAVELLAS'],60,71,62,76,75,60,77,76,71,79,76,80,68,66,76,77,72,72
2363,['F. SILVA'],68,70,65,72,72,62,70,70,72,75,78,73,72,72,70,75,78,80
2364,['E. OLIVERA'],58,68,70,70,73,60,56,63,76,74,80,76,79,75,60,75,80,77
2365,['C. QUINTANA'],62,66,64,71,70,57,55,63,84,81,79,77,70,65,60,85,74,73
2366,['F. PÍRIZ'],62,72,70,73,69,67,62,77,69,72,78,74,70,69,57,77,77,75
2367,['J. CAZULO'],71,75,75,71,70,68,69,65,68,74,58,73,78,81,60,70,72,76
2368,['M. KANUNNIKOV'],77,74,76,66,60,73,62,65,79,54,47,75,83,80,66,79,83,77
2369,['R. OVELAR'],77,70,70,69,61,80,56,79,74,46,73,77,76,77,72,76,75,80
2370,['P. HURTADO'],70,77,79,75,62,74,72,72,62,50,50,81,82,85,75,62,65,79
2371,['K. MOKOTJO'],65,73,70,75,72,64,68,62,69,74,75,73,75,77,74,74,69,79
2372,['I. PIRIS'],64,71,69,65,70,62,63,72,66,74,74,70,76,83,75,64,78,76
2373,['V. AYALA'],68,73,73,72,82,78,72,84,63,63,70,91,75,72,68,75,69,78
2374,['E. VALENCIA'],75,70,73,68,70,75,66,71,80,55,58,80,82,81,74,70,83,77
2375,['A. ZOTOV'],62,78,75,76,73,80,66,80,64,61,80,72,75,76,60,66,73,78
2376,['BORJA BASTÓN'],79,74,73,68,67,77,67,66,78,48,51,74,73,70,61,77,76,74
2377,['N. BOILESEN'],70,73,71,74,72,55,52,69,73,74,70,74,74,78,66,78,75,76
2378,['A. MAHER'],75,80,74,77,72,67,76,77,60,60,57,74,73,70,68,68,71,76
2379,['R. BENGTSSON'],60,71,66,69,71,63,50,55,75,78,77,76,72,71,60,82,80,79
2380,['G. HOOPER'],77,76,70,73,65,78,63,68,77,52,47,78,73,74,79,76,77,74
2381,['L. KONÉ'],66,64,56,65,63,55,65,64,80,78,84,82,69,67,65,86,75,70
2382,['S. KRIVTSOV'],61,63,58,72,66,50,52,64,80,81,79,64,74,68,61,84,81,79
2383,"[""M. D'ALESSANDRO""]",72,77,79,68,74,67,60,69,60,50,52,73,83,86,75,60,70,80
2384,['F. ZUCULINI'],67,75,71,76,73,66,66,65,69,68,76,80,75,71,72,78,72,82
2385,['G. BURDISSO'],63,66,61,69,67,64,56,62,85,80,77,83,66,65,61,86,75,70
2386,['M. CARUZZO'],61,68,63,67,70,60,58,60,81,78,80,73,72,66,60,80,82,74
2387,['E. MENA'],70,73,70,71,76,60,62,72,64,70,66,74,79,79,72,63,68,81
2388,['F. MARTÍNEZ'],73,78,80,74,76,72,68,74,71,46,47,65,78,80,68,69,77,75
2389,['L. CAVANDA'],68,72,71,64,66,57,60,75,65,65,70,73,87,83,68,72,70,72
2390,['A. REGATTIN'],69,75,80,76,76,66,75,78,60,45,52,77,80,83,80,61,64,74
2391,['Y. KURTULUŞ'],74,73,74,78,77,73,64,65,64,66,74,76,73,73,60,74,76,74
2392,['G. SUNU'],75,76,75,74,72,70,66,75,69,52,55,72,79,77,72,71,72,73
2393,['RECIO'],62,75,70,78,76,63,74,75,71,71,73,73,74,74,66,75,65,80
2394,['D. PAVELKA'],70,80,70,80,73,62,62,67,73,70,71,77,70,71,73,73,72,80
2395,['T. BRUNS'],70,76,74,73,75,68,71,72,63,62,68,76,74,76,78,70,67,75
2396,['P. CEPPELINI'],69,79,80,76,74,68,70,70,63,54,52,82,77,76,60,75,72,73
2397,['U. ĆOSIĆ'],53,68,66,68,64,53,56,57,79,78,80,71,77,67,72,85,76,77
2398,['J. PUNCHEON'],75,76,76,76,74,70,78,75,60,62,62,76,72,72,75,68,70,76
2399,['E. KAÇE'],72,72,65,74,72,63,72,68,67,78,82,73,78,78,67,60,54,90
2400,['T. TORUN'],70,80,75,79,80,70,75,79,62,52,54,80,75,81,82,66,63,72
2401,['C. CARBONERO'],70,73,74,75,75,70,67,72,70,56,62,83,84,83,68,78,73,77
2402,['B. BJARNASON'],73,75,71,71,70,72,60,65,74,70,69,73,76,74,78,77,80,85
2403,['M. YUMLU'],57,66,64,68,66,57,59,57,82,79,78,73,65,65,60,88,78,77
2404,['M. BOGADO'],72,78,76,74,80,73,76,79,54,62,59,82,75,73,68,66,66,75
2405,['W. ÁNGEL'],54,65,63,68,64,56,65,57,83,83,75,70,69,67,62,85,80,77
2406,['M. MARTÍNEZ'],64,68,68,67,68,60,62,69,77,77,79,79,70,72,61,84,75,75
2407,['I. CANUTO'],58,67,66,70,67,69,66,69,78,79,76,72,75,69,70,76,74,69
2408,['J. CEVALLOS'],62,81,74,75,68,80,71,80,69,65,80,75,76,71,60,68,71,77
2409,['J. CUEVAS'],70,76,76,70,72,74,70,78,67,46,60,76,78,83,72,65,64,74
2410,['YOHAN TAVARES'],69,72,73,71,74,63,57,50,75,75,77,77,77,70,70,78,78,70
2411,['ANDRÉ PINTO'],61,69,64,70,75,62,72,70,82,77,72,82,65,62,60,85,77,75
2412,['TARANTINI'],75,76,76,75,70,71,59,65,80,73,65,76,64,62,72,81,77,81
2413,['L. GALEANO'],64,68,68,65,68,64,62,66,82,76,78,75,68,70,65,82,78,72
2414,['J. VOSSEN'],80,74,70,75,69,78,71,76,74,48,49,79,69,67,75,65,73,84
2415,['M. SHAFY'],70,68,71,65,71,51,56,68,64,71,75,70,77,84,73,70,65,86
2416,['TITO'],68,73,69,71,67,63,60,68,68,74,76,69,75,72,70,73,75,78
2417,['C. MANDANNE'],76,77,78,74,69,76,63,59,68,47,43,75,82,85,80,65,76,74
2418,['RODRIGO GALO'],73,72,75,75,79,61,78,75,60,69,68,72,81,79,61,60,56,76
2419,['HUGO VIEIRA'],70,76,74,69,64,80,70,68,77,51,51,74,76,78,76,72,80,70
2420,['N. DYER'],75,77,79,73,67,68,52,59,50,48,47,77,87,87,84,60,74,74
2421,['C. WICKHAM'],72,78,73,74,66,75,69,64,80,59,60,80,74,70,76,78,72,75
2422,['S. BERAHINO'],77,76,75,66,61,75,65,70,70,53,49,76,78,82,80,70,64,72
2423,['M. SEUNTJENS'],75,72,73,72,75,75,76,71,75,60,65,79,76,69,71,74,75,73
2424,['N. FOOR'],71,76,74,72,76,70,70,75,65,64,61,84,75,77,72,68,68,74
2425,['R. IBARRA'],74,73,77,68,66,66,68,70,60,57,58,75,85,86,70,73,69,77
2426,['V. KLONARIDIS'],69,78,80,68,75,73,57,76,67,51,52,71,80,85,75,62,64,74
2427,['M. DE LEEUW'],79,76,70,74,68,79,62,66,82,52,50,76,67,69,76,70,79,80
2428,['T. SERERO'],72,80,78,75,66,64,55,70,62,68,68,72,80,82,77,67,67,77
